,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,popularity,explicit
0,0.6759999999999999,0.7859999999999999,1,-4.529,1,0.0478,0.19699999999999998,0.0,0.0943,0.483,125.98299999999999,0DmAvNCAK08oCi7miSZUIY,218359,4,77,False
1,0.662,0.868,5,-4.025,1,0.0341,0.00882,0.00244,0.584,0.353,92.99799999999999,6lhZLbb0czULpjb2kFryPS,200645,4,77,False
2,0.546,0.5870000000000001,9,-9.315,1,0.33399999999999996,0.522,0.0467,0.0955,0.33399999999999996,123.944,0h4yWQq8wkQq0rhhA1Ik4F,185336,4,65,False
3,0.754,0.877,0,-4.544,1,0.17600000000000002,0.18899999999999997,0.0,0.265,0.649,122.001,3bNIlJBpwgwFNnFuSjH6Uh,177546,4,70,False
4,0.6859999999999999,0.867,6,-4.396,0,0.0449,0.0397,4.18e-05,0.396,0.691,126.068,5Rse8If81NbzXL1ARjHOTB,145792,4,74,False
5,0.494,0.6509999999999999,11,-4.127,0,0.0384,0.0819,0.0,0.10400000000000001,0.162,149.97899999999998,06kxa3al7bUqRRo5nAFduZ,222400,4,75,False
6,0.584,0.865,8,-5.9510000000000005,1,0.0321,0.00112,0.433,0.122,0.0743,126.00299999999999,5HFPK8mcO6BGPZNeZPZI5L,163968,4,73,False
7,0.711,0.927,4,-6.114,0,0.0632,0.10400000000000001,0.0518,0.29600000000000004,0.299,123.98,410sU1dPbilSPUqx9A6Ir1,172733,4,68,False
8,0.68,0.7609999999999999,0,-6.142,1,0.0288,0.00485,0.00139,0.0644,0.361,124.98100000000001,0id7TrBjYYzQ5v5mHWTUxC,205440,4,68,False
9,0.7340000000000001,0.8740000000000001,8,-3.158,1,0.0662,0.168,1.1400000000000001e-05,0.0489,0.905,122.95299999999999,6cx06DFPPHchuUAcTxznu9,166028,4,94,False
10,0.7979999999999999,0.873,10,-3.5610000000000004,0,0.0818,0.0641,0.000138,0.0762,0.522,108.014,7uNU0RCnCy6lGG2Id1cN4Z,202012,4,57,False
11,0.66,0.855,9,-4.559,1,0.0317,0.0171,8.25e-05,0.374,0.616,126.035,4fB85IhVASxXMWgoke5WVJ,142500,4,61,False
12,0.746,0.757,5,-6.077999999999999,0,0.054000000000000006,0.491,0.00124,0.0863,0.499,124.992,4x5ymi4akay9Fq5Xm1PW3E,174720,4,77,True
13,0.588,0.8,0,-7.875,0,0.0377,0.00782,0.000819,0.289,0.263,124.001,4DBLAy03Xk88LOVtrOQ1RD,189677,4,71,False
14,0.7020000000000001,0.8440000000000001,6,-4.739,1,0.0508,0.129,4.31e-05,0.139,0.7879999999999999,126.036,73AA7MGpI602u0T9SyL6uu,185714,4,58,False
15,0.7979999999999999,0.828,2,-5.36,1,0.193,0.0247,2.55e-06,0.121,0.6,124.962,14ngWWxvUSnIMXgF6rzSk1,156960,4,71,False
16,0.8340000000000001,0.897,11,-5.142,0,0.175,0.00507,0.000278,0.127,0.8079999999999999,122.985,3DWxTyMKS2ABm5kBUbJeTN,229627,4,67,False
17,0.65,0.738,4,-6.46,0,0.158,0.0539,0.0,0.20600000000000002,0.336,119.82700000000001,3vNsOdrDl6UbCv03oqLvUx,171291,4,62,True
18,0.695,0.639,5,-7.21,1,0.0797,0.125,0.0,0.37799999999999995,0.447,121.978,1Cnh9OJqRQq37e59nvaxQg,180481,4,61,False
19,0.757,0.82,10,-4.999,1,0.0406,0.00426,0.42100000000000004,0.17300000000000001,0.6559999999999999,128.012,2nHBfIdQ4ndFNaWilLdBUN,216797,4,67,False
20,0.5579999999999999,0.905,9,-4.121,1,0.0414,0.132,0.00055,0.325,0.36200000000000004,102.905,08AK8kZVQIt5XRjgbbW4c3,158494,4,62,False
21,0.569,0.698,5,-10.445,0,0.0335,0.0559,0.135,0.129,0.14400000000000002,123.993,3V9Ye0o7szPrtMEELrOlfg,228629,4,61,False
22,0.7440000000000001,0.866,9,-4.834,1,0.106,0.0107,0.0537,0.528,0.302,128.02700000000002,3rgTS3933lMWoPiN6CW4qY,184687,4,65,False
23,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,66W1rVTnEv86dIkFhoiElg,176767,4,87,True
24,0.643,0.8590000000000001,6,-4.652,0,0.0496,0.0708,0.23800000000000002,0.35100000000000003,0.74,126.04,2EP6o7pWrJL7W8a24LSm9m,181429,4,63,False
25,0.797,0.672,8,-6.135,1,0.0477,0.0442,0.0027,0.149,0.561,131.97799999999998,4eVU4U063iMLFJFXb9kzkb,206658,4,71,False
26,0.889,0.924,11,-3.659,0,0.109,0.0036899999999999997,0.18600000000000003,0.266,0.494,113.025,6YPJ5TbzwDltVrRR39bGzC,133836,4,60,False
27,0.44,0.7390000000000001,1,-5.341,0,0.0494,0.0221,0.0,0.561,0.156,127.62,3KFei4ncqdevg1vZaAZgIL,180000,4,67,False
28,0.8079999999999999,0.655,11,-7.34,0,0.139,0.0373,0.0,0.20800000000000002,0.56,116.029,0pk1hxhJLBSZZ5RKBhcwOa,250280,4,78,False
29,0.5429999999999999,0.6679999999999999,3,-7.712999999999999,1,0.0533,0.00359,0.0,0.0807,0.335,111.936,4CV07u1PSFoZOJN1cJ0ZoK,307394,4,38,False
30,0.7120000000000001,0.8340000000000001,11,-7.27,0,0.0513,0.0197,0.013000000000000001,0.122,0.513,122.992,1kO20G6Aib8wCN6BhszUiL,167530,4,50,False
31,0.55,0.865,1,-3.783,1,0.0725,0.054000000000000006,0.0,0.0859,0.24600000000000002,126.09299999999999,1KOAr3G8LaibCpHeaWtL2u,226667,4,65,False
32,0.772,0.7509999999999999,2,-7.587000000000001,1,0.0471,0.0585,0.000239,0.121,0.479,118.00399999999999,46JsfrLYERydPI63dDuIOX,157902,4,54,False
33,0.63,0.7829999999999999,4,-7.35,1,0.0313,0.0079,0.779,0.157,0.39899999999999997,119.98100000000001,2StEq5J2bCq5JiwCKbansz,268829,4,58,False
34,0.632,0.868,5,-6.254,1,0.0357,0.0426,0.263,0.307,0.455,122.98,2dh6Pnl5egc1FrQS6EsW4n,182400,4,68,False
35,0.703,0.8370000000000001,8,-3.6060000000000003,1,0.0395,0.0214,4.45e-05,0.10400000000000001,0.35600000000000004,124.95299999999999,5lWUeSYO61UYgNlFlqcwYl,182439,4,82,False
36,0.6940000000000001,0.7390000000000001,5,-5.457000000000001,1,0.185,0.0225,9.11e-06,0.507,0.222,128.05100000000002,0UiXb63styFtMSJUnRcXIY,168750,4,69,True
37,0.797,0.843,1,-7.672000000000001,0,0.0442,0.00418,0.527,0.12300000000000001,0.835,125.992,61eyaitcIdl1jpnc6Kb8M3,156210,4,72,False
38,0.6409999999999999,0.529,6,-11.536,1,0.0288,0.00441,0.0008619999999999999,0.0809,0.449,121.027,17bGtGqqaXOgVnhnfx5NlE,211452,4,78,False
39,0.629,0.892,0,-4.775,1,0.0775,0.0256,0.687,0.10400000000000001,0.43799999999999994,124.98700000000001,0RBabLLjDBWUResDuvf24V,221816,4,57,False
40,0.861,0.5770000000000001,1,-6.097,1,0.0565,0.00297,0.7340000000000001,0.085,0.45,128.002,6Conq7fhDMbmndkzmPtJ5G,222073,4,41,False
41,0.667,0.892,5,-4.611000000000001,0,0.0451,0.0474,0.0008300000000000001,0.374,0.541,122.98100000000001,0UBjV0qdhBKQLnl8tNXb9e,173663,4,75,True
42,0.7040000000000001,0.8220000000000001,5,-5.142,0,0.0366,0.000341,0.7140000000000001,0.28,0.442,125.00299999999999,5CWGRrNRxRo0KXhMJuMm1S,208550,4,27,False
43,0.841,0.8240000000000001,10,-6.979,0,0.0385,0.00246,0.0424,0.0726,0.434,126.027,6E9Y3681ntRrdMG2OAEQ56,210474,4,56,False
44,0.669,0.831,11,-5.359,1,0.0366,0.0317,0.0325,0.0912,0.263,120.04,3587LxhYAfR3UK9YvuF0F9,265832,4,59,False
45,0.69,0.813,11,-5.084,0,0.0994,0.0968,0.000324,0.10800000000000001,0.703,108.06700000000001,0OeFuOAu0P1ONYz5EDdqb2,195704,4,61,False
46,0.773,0.608,3,-6.942,0,0.121,0.278,0.0,0.381,0.589,125.07799999999999,7tUTCcqkMCnC9qLqbQeI0T,172909,4,76,False
47,0.5760000000000001,0.778,7,-4.829,1,0.204,0.266,0.0615,0.135,0.126,89.86,2dXMUtuw06Fb6ruIEEDp4i,199680,4,51,False
48,0.67,0.833,7,-8.365,1,0.0522,0.132,0.195,0.109,0.522,127.984,3XnvNOjFKyFyNvxlXy1DXm,205125,4,73,False
49,0.698,0.812,0,-5.5,1,0.0399,0.58,0.182,0.113,0.35100000000000003,128.042,1QrlSQGTF8aEvsdhT4vMi8,180027,4,55,False
50,0.67,0.7809999999999999,11,-4.4639999999999995,0,0.259,0.0224,2.69e-06,0.298,0.8390000000000001,116.045,0Gv33C5DRmJueolmdFjfU7,283407,4,68,True
51,0.732,0.662,9,-6.525,0,0.0388,0.22899999999999998,0.626,0.0778,0.5589999999999999,124.005,1vq1KgeHuDaS3qyhwfpF0P,247832,4,57,False
52,0.423,0.895,3,-5.905,1,0.11199999999999999,0.00594,0.311,0.18,0.259,150.065,37Ovz6JYxdwbjgUxxMEjMp,205323,4,55,False
53,0.649,0.7170000000000001,1,-5.17,1,0.0544,0.0063,0.0,0.16,0.305,125.001,2c1BSmrSeBEY9FxhzSiFWh,188081,4,61,False
54,0.674,0.45899999999999996,8,-11.679,1,0.14300000000000002,0.325,0.7070000000000001,0.134,0.16899999999999998,119.98700000000001,64Eji6WqA3iHTwAa9DzZll,244000,4,66,False
55,0.653,0.8690000000000001,9,-3.907,0,0.0583,0.0372,8.73e-05,0.158,0.83,122.04700000000001,6wzwvyZ4kVPoUYDYjgErWJ,159045,4,63,False
56,0.625,0.8759999999999999,1,-10.006,1,0.0364,0.00041600000000000003,0.0149,0.386,0.736,124.999,5m9AmJ3DLVZaS7VhfoTOAF,158198,4,60,False
57,0.71,0.8909999999999999,0,-3.116,0,0.0749,0.0313,0.0,0.365,0.705,125.024,7bIq1v8svANsAys7I694Up,192573,4,79,False
58,0.753,0.935,0,-3.452,1,0.249,0.00757,0.504,0.0801,0.721,128.111,6VSJUKS0ZB5L3KgK1mBqXB,140625,4,40,False
59,0.762,0.867,1,-4.186,1,0.19,0.0349,0.0,0.11800000000000001,0.526,136.017,62ILsIqVAkSBN1wS3G76JO,201838,4,50,True
60,0.649,0.977,6,-4.937,1,0.0717,0.0254,0.47,0.0778,0.65,126.029,1ryKp12NdUwLRlVj65wCq5,141905,4,44,False
