,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,popularity,explicit
0,0.315,0.715,11,-8.072000000000001,0,0.0362,0.00125,7.97e-06,0.0942,0.49700000000000005,155.925,6Qyc6fS4DsZjB2mRW9DsQs,289533,3,78,False
1,0.5379999999999999,0.47100000000000003,5,-8.402999999999999,1,0.0441,0.7190000000000001,0.0,0.109,0.499,93.80799999999999,1iPvdHIQQSNJ4iRm92Bcbx,186400,4,62,False
2,0.541,0.677,4,-10.764000000000001,1,0.0373,0.122,0.0191,0.0938,0.555,101.1,1HL3yEnYq8LEyFQ3QegA5V,316467,4,68,False
3,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,1LzNfuep1bnAUR9skqdHCK,295600,3,71,False
4,0.38299999999999995,0.662,2,-5.162000000000001,1,0.0333,0.165,0.0,0.248,0.138,121.154,225xvV8r1yKMHErSWivnow,298760,4,76,False
5,0.7390000000000001,0.9470000000000001,11,-1.915,0,0.0412,0.009470000000000001,2.99e-05,0.326,0.763,88.009,7f1Dmr246cJ9uQYdbplTbh,261933,4,67,False
6,0.703,0.469,11,-6.515,0,0.0415,0.177,0.0,0.726,0.6609999999999999,86.038,6N9uyMZf9pbNOuomveWscp,291667,4,64,False
7,0.395,0.843,8,-4.476,1,0.0374,0.00483,0.0,0.0404,0.48100000000000004,112.42299999999999,0nnwn7LWHCAu09jfuH1xTA,212067,4,70,False
8,0.687,0.583,7,-10.224,1,0.064,0.22399999999999998,0.0,0.106,0.21,95.137,0BTGqPIW9acmhhUmENkq5r,303903,4,62,False
9,0.77,0.505,1,-7.345,1,0.0828,0.311,7.4e-05,0.0777,0.757,171.798,6qspW4YKycviDFjHBOaqUY,279507,4,73,False
10,0.627,0.669,0,-9.985,1,0.0412,0.21100000000000002,2.72e-06,0.111,0.498,94.029,6CU0zWIWVTEnmWpSjVHM93,245200,4,65,False
11,0.501,0.37799999999999995,4,-9.37,1,0.028999999999999998,0.735,0.0,0.11900000000000001,0.17800000000000002,119.98700000000001,4FCb4CUbFCMNRkI6lYc1zI,257733,4,72,False
12,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,3nvuPQTw2zuFAVuLsC9IYQ,280040,4,74,False
13,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-06,0.10800000000000001,0.602,100.22,4vDBJeeQCbhP9FaPPMsYkY,268333,4,69,False
14,0.614,0.47600000000000003,0,-9.648,1,0.0321,0.0448,0.0,0.0608,0.644,84.93799999999999,4veE1jrMbVSy9FRCiYDGkD,295000,4,60,False
15,0.665,0.8340000000000001,4,-7.737,1,0.0576,0.21,0.0,0.452,0.41100000000000003,105.292,3jS7bB0oXVOwGFZn3aE5NV,249493,4,68,True
16,0.768,0.8640000000000001,11,-6.145,1,0.0324,0.10099999999999999,0.0,0.162,0.8909999999999999,110.008,1Je1IMUlBXcx1Fz0WE7oPT,173027,4,79,False
17,0.68,0.625,11,-7.0,0,0.0353,0.0645,5.8099999999999996e-05,0.109,0.8140000000000001,94.02,3x4yV0hW5Ve3TKhFkXSqFn,266000,4,64,False
